ind,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
11319,30506,1,Gainesville,Hall County,34.3,-83.9,Georgia,13139,386.0
11320,30506,2,Gainesville,Hall County,34.3,-83.9,Georgia,13139,386.0
11321,30506,2,Gainesville,Hall County,34.3,-83.9,Georgia,13139,386.0
11322,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11323,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11324,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11325,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11326,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11327,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11328,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11329,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11330,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11331,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11332,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11333,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11334,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11335,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11336,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11337,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11338,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11339,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11340,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11341,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11342,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11343,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11344,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11345,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11346,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11347,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11348,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11349,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11350,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11351,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11352,30507,2,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11353,30507,1,Gainesville,Hall County,34.3,-83.8,Georgia,13139,386.0
11354,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11355,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11356,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11357,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11358,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11359,30510,1,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11360,30510,1,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11361,30510,2,Alto,Habersham County,34.45,-83.57,Georgia,13137,153.0
11362,30511,1,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11363,30511,2,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11364,30511,1,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11365,30511,2,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11366,30511,1,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11367,30511,2,Baldwin,Banks County,34.46,-83.47,Georgia,13011,32.0
11368,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11369,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11370,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11371,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11372,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11373,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11374,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11375,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11376,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11377,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11378,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11379,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11380,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11381,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11382,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11383,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11384,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11385,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11386,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11387,30512,3,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11388,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11389,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11390,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11391,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11392,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11393,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11394,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11395,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11396,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11397,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11398,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11399,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11400,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11401,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11402,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11403,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11404,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11405,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11406,30512,2,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11407,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
11408,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11409,30513,1,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11410,30513,1,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11411,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11412,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11413,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11414,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11415,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11416,30513,1,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11417,30513,1,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11418,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11419,30513,3,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11420,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11421,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11422,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11423,30513,1,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11424,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11425,30513,2,Blue Ridge,Fannin County,34.8,-84.3,Georgia,13111,54.0
11426,30514,1,Blairsville,Union County,,,Georgia,13291,72.0
11427,30514,1,Blairsville,Union County,,,Georgia,13291,72.0
11428,30515,1,Buford,Gwinnett County,,,Georgia,13135,1436.0
11429,30515,1,Buford,Gwinnett County,,,Georgia,13135,1436.0
11430,30516,2,Bowersville,Hart County,34.38,-83.03,Georgia,13147,83.0
11431,30516,1,Bowersville,Hart County,34.38,-83.03,Georgia,13147,83.0
11432,30516,1,Bowersville,Hart County,34.38,-83.03,Georgia,13147,83.0
11433,30516,2,Bowersville,Hart County,34.38,-83.03,Georgia,13147,83.0
11434,30517,2,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11435,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11436,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11437,30517,2,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11438,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11439,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11440,30517,2,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11441,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11442,30517,2,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11443,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11444,30517,1,Braselton,Jackson County,34.13,-83.79,Georgia,13157,116.0
11445,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11446,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11447,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11448,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11449,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11450,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11451,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11452,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11453,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11454,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11455,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11456,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11457,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11458,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11459,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11460,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11461,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11462,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11463,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11464,30518,3,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11465,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11466,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11467,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11468,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11469,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11470,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11471,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11472,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11473,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11474,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11475,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11476,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11477,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11478,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11479,30518,1,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11480,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11481,30518,2,Buford,Gwinnett County,34.12,-84.01,Georgia,13135,1436.0
11482,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11483,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11484,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11485,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11486,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11487,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11488,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11489,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11490,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11491,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11492,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11493,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11494,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11495,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11496,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11497,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11498,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11499,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11500,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11501,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11502,30519,3,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11503,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11504,30519,3,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11505,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11506,30519,3,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11507,30519,3,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11508,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11509,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11510,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11511,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11512,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11513,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11514,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11515,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11516,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11517,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11518,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11519,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11520,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11521,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11522,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11523,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11524,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11525,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11526,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11527,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11528,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11529,30519,2,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11530,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11531,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11532,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11533,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
11534,30520,1,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11535,30520,2,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11536,30520,3,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11537,30520,2,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11538,30520,2,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11539,30520,1,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11540,30520,2,Canon,Franklin County,34.3,-83.1,Georgia,13119,60.0
11541,30521,2,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11542,30521,1,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11543,30521,1,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11544,30521,2,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11545,30521,2,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11546,30521,2,Carnesville,Franklin County,34.4,-83.3,Georgia,13119,60.0
11547,30522,3,Cherry Log,Gilmer County,34.8,-84.4,Georgia,13123,123.0
11548,30522,1,Cherry Log,Gilmer County,34.8,-84.4,Georgia,13123,123.0
11549,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11550,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11551,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11552,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11553,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11554,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11555,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11556,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11557,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11558,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11559,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11560,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11561,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11562,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11563,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11564,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11565,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11566,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11567,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11568,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11569,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11570,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11571,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11572,30523,1,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11573,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11574,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11575,30523,2,Clarkesville,Habersham County,34.7,-83.5,Georgia,13137,153.0
11576,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11577,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11578,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11579,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11580,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11581,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11582,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11583,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11584,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11585,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11586,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11587,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11588,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11589,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11590,30525,3,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11591,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11592,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11593,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11594,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11595,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11596,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11597,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11598,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11599,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11600,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11601,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11602,30525,2,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
11603,30527,2,Clermont,Hall County,34.48,-83.77,Georgia,13139,386.0
11604,30527,2,Clermont,Hall County,34.48,-83.77,Georgia,13139,386.0
11605,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11606,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11607,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11608,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11609,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11610,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11611,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11612,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11613,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11614,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11615,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11616,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11617,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11618,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11619,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11620,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11621,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11622,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11623,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11624,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11625,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11626,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11627,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11628,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11629,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11630,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11631,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11632,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11633,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11634,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11635,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11636,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11637,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11638,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11639,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11640,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11641,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11642,30528,3,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11643,30528,3,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11644,30528,3,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11645,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11646,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11647,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11648,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11649,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11650,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11651,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11652,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11653,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11654,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11655,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11656,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11657,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11658,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11659,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11660,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11661,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11662,30528,2,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11663,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
11664,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
