ind,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
15141,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15142,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15143,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15144,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15145,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15146,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15147,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15148,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15149,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15150,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15151,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15152,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15153,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15154,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15155,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15156,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15157,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15158,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15159,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15160,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15161,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15162,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15163,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15164,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15165,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15166,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15167,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15168,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15169,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15170,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15171,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15172,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15173,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15174,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15175,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15176,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15177,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15178,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15179,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15180,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15181,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15182,31021,3,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15183,31021,3,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15184,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15185,31021,3,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15186,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15187,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15188,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15189,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15190,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15191,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15192,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15193,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15194,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15195,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15196,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15197,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15198,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15199,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15200,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15201,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15202,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15203,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15204,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15205,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15206,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15207,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15208,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15209,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15210,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15211,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15212,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15213,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15214,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15215,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15216,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15217,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15218,31021,2,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15219,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15220,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
15221,31022,2,Dudley,Laurens County,32.5,-83.1,Georgia,13175,193.0
15222,31022,1,Dudley,Laurens County,32.5,-83.1,Georgia,13175,193.0
15223,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15224,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15225,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15226,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15227,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15228,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15229,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15230,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15231,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15232,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15233,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15234,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15235,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15236,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15237,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15238,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15239,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15240,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15241,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15242,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15243,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15244,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15245,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15246,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15247,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15248,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15249,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15250,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15251,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15252,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15253,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15254,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15255,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15256,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15257,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15258,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15259,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15260,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15261,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15262,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15263,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15264,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15265,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15266,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15267,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15268,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15269,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15270,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15271,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15272,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15273,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15274,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15275,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15276,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15277,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15278,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15279,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15280,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15281,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15282,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15283,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15284,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15285,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15286,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15287,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15288,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15289,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15290,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15291,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15292,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15293,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15294,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15295,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15296,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15297,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15298,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15299,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15300,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15301,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15302,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15303,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15304,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15305,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15306,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15307,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15308,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15309,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15310,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15311,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15312,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15313,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15314,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15315,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15316,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15317,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15318,31023,2,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15319,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
15320,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15321,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15322,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15323,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15324,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15325,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15326,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15327,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15328,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15329,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15330,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15331,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15332,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15333,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15334,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15335,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15336,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15337,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15338,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15339,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15340,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15341,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15342,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15343,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15344,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15345,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15346,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15347,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15348,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15349,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15350,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15351,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15352,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15353,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15354,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15355,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15356,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15357,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15358,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15359,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15360,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15361,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15362,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15363,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15364,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15365,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15366,31024,3,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15367,31024,3,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15368,31024,3,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15369,31024,3,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15370,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15371,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15372,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15373,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15374,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15375,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15376,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15377,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15378,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15379,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15380,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15381,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15382,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15383,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15384,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15385,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15386,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15387,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15388,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15389,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15390,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15391,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15392,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15393,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15394,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15395,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15396,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15397,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15398,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15399,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15400,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15401,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15402,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15403,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15404,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15405,31024,2,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15406,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15407,31024,1,Eatonton,Putnam County,33.3,-83.3,Georgia,13237,146.0
15408,31025,2,Elko,Houston County,32.3,-83.7,Georgia,13153,671.0
15409,31025,2,Elko,Houston County,32.3,-83.7,Georgia,13153,671.0
15410,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15411,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15412,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15413,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15414,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15415,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15416,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15417,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15418,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15419,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15420,31027,2,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15421,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15422,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15423,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15424,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15425,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15426,31027,1,East Dublin,Laurens County,32.6,-82.8,Georgia,13175,193.0
15427,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15428,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15429,31028,1,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15430,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15431,31028,1,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15432,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15433,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15434,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15435,31028,2,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15436,31028,1,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15437,31028,1,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15438,31028,1,Centerville,Houston County,32.63,-83.69,Georgia,13153,671.0
15439,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15440,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15441,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15442,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15443,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15444,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15445,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15446,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15447,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15448,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15449,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15450,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15451,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15452,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15453,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15454,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15455,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15456,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15457,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15458,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15459,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15460,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15461,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15462,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15463,31029,3,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15464,31029,3,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15465,31029,3,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15466,31029,3,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15467,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15468,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15469,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15470,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15471,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15472,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15473,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15474,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15475,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15476,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15477,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15478,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15479,31029,2,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15480,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15481,31029,1,Forsyth,Monroe County,33.0,-83.9,Georgia,13207,88.0
15482,31030,2,Fort Valley,Peach County,32.6,-83.9,Georgia,13225,85.0
15483,31030,1,Fort Valley,Peach County,32.6,-83.9,Georgia,13225,85.0
15484,31030,2,Fort Valley,Peach County,32.6,-83.9,Georgia,13225,85.0
15485,31030,2,Fort Valley,Peach County,32.6,-83.9,Georgia,13225,85.0
