,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
47926,33868,3,Polk City,Polk County,28.2,-81.8,Florida,12105,3057
47945,33870,2,Sebring,Highlands County,27.5,-81.4,Florida,12055,346
47994,33872,2,Sebring,Highlands County,27.51,-81.52,Florida,12055,346
48010,33873,1,Wauchula,Hardee County,27.5,-81.8,Florida,12049,116
48046,33875,2,Sebring,Highlands County,27.41,-81.48,Florida,12055,346
48056,33876,2,Sebring,Highlands County,27.42,-81.35,Florida,12055,346
48064,33877,2,Waverly,Polk County,28.01,-81.62,Florida,12105,3057
48066,33880,2,Winter Haven,Polk County,27.98,-81.78,Florida,12105,3057
48168,33881,2,Winter Haven,Polk County,28.06,-81.71,Florida,12105,3057
48270,33883,1,Winter Haven,Polk County,,,Florida,12105,3057
48271,33884,2,Winter Haven,Polk County,27.98,-81.68,Florida,12105,3057
48329,33890,2,Zolfo Springs,Hardee County,27.5,-81.7,Florida,12049,116
48338,33896,2,Davenport,Polk County,28.27,-81.57,Florida,12105,3057
48368,33897,1,Davenport,Polk County,28.28,-81.74,Florida,12105,3057
48441,33898,1,Lake Wales,Polk County,27.8,-81.4,Florida,12105,3057
48505,33900,2,Fort Myers,Lee County,,,Florida,12071,1389
48506,33901,1,Fort Myers,Lee County,26.62,-81.88,Florida,12071,1389
48555,33903,1,North Fort Myers,Lee County,26.7,-81.91,Florida,12071,1389
48585,33904,1,Cape Coral,Lee County,26.57,-81.94,Florida,12071,1389
48622,33905,1,Fort Myers,Lee County,26.67,-81.76,Florida,12071,1389
48645,33907,2,Fort Myers,Lee County,26.56,-81.87,Florida,12071,1389
48682,33908,2,Fort Myers,Lee County,26.5,-81.9,Florida,12071,1389
48709,33909,1,Cape Coral,Lee County,26.71,-81.97,Florida,12071,1389
48741,33912,2,Fort Myers,Lee County,26.55,-81.83,Florida,12071,1389
48747,33913,1,Fort Myers,Lee County,26.5,-81.7,Florida,12071,1389
48753,33914,2,Cape Coral,Lee County,26.57,-82.02,Florida,12071,1389
48786,33915,3,Cape Coral,Lee County,,,Florida,12071,1389
48788,33916,3,Fort Myers,Lee County,26.64,-81.84,Florida,12071,1389
48849,33917,1,North Fort Myers,Lee County,26.8,-81.8,Florida,12071,1389
48900,33918,2,North Fort Myers,Lee County,,,Florida,12071,1389
48901,33919,2,Fort Myers,Lee County,26.56,-81.9,Florida,12071,1389
48911,33920,2,Alva,Lee County,26.72,-81.66,Florida,12071,1389
48917,33922,2,Bokeelia,Lee County,26.66,-82.14,Florida,12071,1389
48919,33928,1,Estero,Lee County,26.4,-81.7,Florida,12071,1389
48924,33930,1,Felda,Hendry County,26.54,-81.46,Florida,12051,203
48926,33931,1,Fort Myers Beach,Lee County,26.44,-81.91,Florida,12071,1389
48931,33935,2,Labelle,Hendry County,26.7,-81.4,Florida,12051,203
48978,33936,2,Lehigh Acres,Lee County,26.6,-81.61,Florida,12071,1389
49021,33947,2,Rotonda West,Charlotte County,26.89,-82.27,Florida,12015,519
49030,33948,2,Port Charlotte,Charlotte County,26.97,-82.16,Florida,12015,519
49069,33949,3,Port Charlotte,Charlotte County,,,Florida,12015,519
49070,33950,1,Punta Gorda,Charlotte County,26.92,-82.04,Florida,12015,519
49101,33952,1,Port Charlotte,Charlotte County,26.99,-82.09,Florida,12015,519
49184,33953,2,Port Charlotte,Charlotte County,27.0,-82.2,Florida,12015,519
49196,33954,3,Port Charlotte,Charlotte County,27.02,-82.12,Florida,12015,519
49217,33955,2,Punta Gorda,Charlotte County,26.82,-81.97,Florida,12015,519
49231,33960,1,Venus,Highlands County,27.1,-81.4,Florida,12055,346
49233,33966,3,Fort Myers,Lee County,26.58,-81.83,Florida,12071,1389
49240,33967,2,Fort Myers,Lee County,26.47,-81.81,Florida,12071,1389
49252,33971,1,Lehigh Acres,Lee County,26.65,-81.71,Florida,12071,1389
49302,33972,2,Lehigh Acres,Lee County,26.65,-81.61,Florida,12071,1389
49330,33973,2,Lehigh Acres,Lee County,26.6,-81.74,Florida,12071,1389
49380,33974,2,Lehigh Acres,Lee County,26.56,-81.61,Florida,12071,1389
49419,33975,2,Labelle,Hendry County,,,Florida,12051,203
49420,33976,3,Lehigh Acres,Lee County,26.59,-81.69,Florida,12071,1389
49452,33980,1,Punta Gorda,Charlotte County,26.98,-82.05,Florida,12015,519
49467,33981,1,Port Charlotte,Charlotte County,26.9,-82.2,Florida,12015,519
49477,33982,2,Punta Gorda,Charlotte County,26.9,-81.8,Florida,12015,519
49483,33983,2,Punta Gorda,Charlotte County,27.0,-82.02,Florida,12015,519
49512,33990,3,Cape Coral,Lee County,26.63,-81.94,Florida,12071,1389
49563,33991,1,Cape Coral,Lee County,26.63,-82.02,Florida,12071,1389
49590,33993,1,Cape Coral,Lee County,26.7,-82.0,Florida,12071,1389
49608,34101,2,Naples,Collier County,26.139,-81.796,Florida,12021,310
49609,34102,1,Naples,Collier County,26.13,-81.8,Florida,12021,310
49610,34103,3,Naples,Collier County,26.2,-81.8,Florida,12021,310
49612,34104,1,Naples,Collier County,26.15,-81.74,Florida,12021,310
49619,34105,1,Naples,Collier County,26.19,-81.76,Florida,12021,310
49623,34108,2,Naples,Collier County,26.25,-81.81,Florida,12021,310
49626,34109,1,Naples,Collier County,26.24,-81.76,Florida,12021,310
49639,34110,1,Naples,Collier County,26.3,-81.79,Florida,12021,310
49641,34112,1,Naples,Collier County,26.1,-81.74,Florida,12021,310
49660,34113,2,Naples,Collier County,26.04,-81.74,Florida,12021,310
49678,34114,1,Naples,Collier County,26.0,-81.5,Florida,12021,310
49688,34116,2,Naples,Collier County,26.19,-81.71,Florida,12021,310
49722,34117,2,Naples,Collier County,26.1,-81.5,Florida,12021,310
49728,34119,1,Naples,Collier County,26.27,-81.72,Florida,12021,310
49735,34120,3,Naples,Collier County,26.3,-81.6,Florida,12021,310
49757,34134,1,Bonita Springs,Lee County,26.36,-81.85,Florida,12071,1389
49762,34135,2,Bonita Springs,Lee County,26.37,-81.73,Florida,12071,1389
49771,34142,2,Immokalee,Collier County,26.2,-81.2,Florida,12021,310
49783,34145,3,Marco Island,Collier County,25.92,-81.7,Florida,12021,310
49784,34201,1,Bradenton,Manatee County,27.41,-82.47,Florida,12081,1162
49787,34202,1,Bradenton,Manatee County,27.41,-82.38,Florida,12081,1162
49799,34203,2,Bradenton,Manatee County,27.44,-82.51,Florida,12081,1162
49879,34205,2,Bradenton,Manatee County,27.48,-82.58,Florida,12081,1162
49963,34206,1,Bradenton,Manatee County,,,Florida,12081,1162
49964,34207,3,Bradenton,Manatee County,27.44,-82.58,Florida,12081,1162
50066,34208,1,Bradenton,Manatee County,27.48,-82.51,Florida,12081,1162
50216,34209,1,Bradenton,Manatee County,27.49,-82.64,Florida,12081,1162
50243,34210,2,Bradenton,Manatee County,27.45,-82.64,Florida,12081,1162
50282,34211,2,Bradenton,Manatee County,27.45,-82.39,Florida,12081,1162
50283,34212,1,Bradenton,Manatee County,27.5,-82.4,Florida,12081,1162
50293,34217,2,Bradenton Beach,Manatee County,27.5,-82.72,Florida,12081,1162
50294,34219,2,Parrish,Manatee County,27.6,-82.3,Florida,12081,1162
50306,34221,2,Palmetto,Manatee County,27.6,-82.5,Florida,12081,1162
50414,34222,2,Ellenton,Manatee County,27.54,-82.51,Florida,12081,1162
50438,34223,2,Englewood,Sarasota County,26.98,-82.37,Florida,12115,710
50446,34224,1,Englewood,Charlotte County,26.91,-82.3,Florida,12015,519
50461,34229,1,Osprey,Sarasota County,27.17,-82.48,Florida,12115,710
50464,34231,1,Sarasota,Sarasota County,27.26,-82.52,Florida,12115,710
50483,34232,1,Sarasota,Sarasota County,27.33,-82.47,Florida,12115,710
50510,34233,3,Sarasota,Sarasota County,27.28,-82.47,Florida,12115,710
50520,34234,2,Sarasota,Sarasota County,27.37,-82.53,Florida,12115,710
50635,34235,1,Sarasota,Sarasota County,27.37,-82.48,Florida,12115,710
50651,34236,1,Sarasota,Sarasota County,27.33,-82.56,Florida,12115,710
50658,34237,2,Sarasota,Sarasota County,27.34,-82.51,Florida,12115,710
50671,34238,3,Sarasota,Sarasota County,27.22,-82.47,Florida,12115,710
50673,34239,1,Sarasota,Sarasota County,27.31,-82.52,Florida,12115,710
50681,34240,3,Sarasota,Sarasota County,27.33,-82.35,Florida,12115,710
50684,34241,1,Sarasota,Sarasota County,27.2,-82.3,Florida,12115,710
50687,34243,1,Sarasota,Manatee County,27.4,-82.52,Florida,12081,1162
50713,34251,1,Myakka City,Manatee County,27.4,-82.2,Florida,12081,1162
50718,34266,1,Arcadia,DeSoto County,27.2,-81.8,Florida,12027,156
50800,34267,2,Fort Ogden,Desoto County,,,Florida,NA,4
50802,34269,3,Arcadia,DeSoto County,27.12,-81.97,Florida,12027,156
50808,34270,2,Tallevast,Manatee County,,,Florida,12081,1162
50810,34274,1,Nokomis,Sarasota County,,,Florida,12115,710
50811,34275,1,Nokomis,Sarasota County,27.16,-82.43,Florida,12115,710
50826,34277,1,Sarasota,Sarasota County,,,Florida,12115,710
50827,34280,3,Bradenton,Manatee County,,,Florida,12081,1162
50828,34285,2,Venice,Sarasota County,27.09,-82.43,Florida,12115,710
50832,34286,2,North Port,Sarasota County,27.12,-82.13,Florida,12115,710
50883,34287,1,North Port,Sarasota County,27.06,-82.24,Florida,12115,710
50917,34288,1,North Port,Sarasota County,27.07,-82.12,Florida,12115,710
50929,34289,1,North Port,Sarasota County,27.08,-82.14,Florida,12115,710
50937,34290,2,North Port,Sarasota County,,,Florida,12115,710
50938,34291,3,North Port,Sarasota County,27.14,-82.21,Florida,12115,710
50945,34292,2,Venice,Sarasota County,27.1,-82.3,Florida,12115,710
50956,34293,2,Venice,Sarasota County,27.02,-82.35,Florida,12115,710
50980,34295,2,Englewood,Sarasota County,,,Florida,12115,710
50986,34420,1,Belleview,Marion County,29.05,-82.03,Florida,12083,1272
51035,34428,3,Crystal River,Citrus County,29.0,-82.6,Florida,12017,480
51050,34429,3,Crystal River,Citrus County,28.9,-82.6,Florida,12017,480
51054,34430,2,Dunnellon,Marion County,,,Florida,12083,1272
51058,34431,2,Dunnellon,Marion County,29.1,-82.5,Florida,12083,1272
51082,34432,2,Dunnellon,Marion County,29.1,-82.3,Florida,12083,1272
51113,34433,1,Dunnellon,Citrus County,28.99,-82.52,Florida,12017,480
51127,34434,2,Dunnellon,Citrus County,28.99,-82.42,Florida,12017,480
51158,34436,3,Floral City,Citrus County,28.7,-82.3,Florida,12017,480
51174,34441,1,Hernando,,,,Florida,NA,2
51175,34442,3,Hernando,Citrus County,28.92,-82.38,Florida,12017,480
51197,34446,2,Homosassa,Citrus County,28.75,-82.51,Florida,12017,480
51224,34447,2,Homosassa Springs,Citrus County,,,Florida,12017,480
51225,34448,2,Homosassa,Citrus County,28.78,-82.61,Florida,12017,480
51248,34449,2,Inglis,Levy County,29.2,-82.7,Florida,12075,131
51250,34450,1,Inverness,Citrus County,28.83,-82.26,Florida,12017,480
51265,34451,1,Inverness,Citrus County,,,Florida,12017,480
51266,34452,1,Inverness,Citrus County,28.8,-82.4,Florida,12017,480
51288,34453,1,Inverness,Citrus County,28.89,-82.34,Florida,12017,480
51321,34461,2,Lecanto,Citrus County,28.8,-82.5,Florida,12017,480
51335,34465,2,Beverly Hills,Citrus County,28.93,-82.48,Florida,12017,480
51369,34470,1,Ocala,Marion County,29.2,-82.09,Florida,12083,1272
51422,34471,2,Ocala,Marion County,29.15,-82.12,Florida,12083,1272
51487,34472,1,Ocala,Marion County,29.12,-81.98,Florida,12083,1272
51597,34473,2,Ocala,Marion County,29.01,-82.2,Florida,12083,1272
51646,34474,2,Ocala,Marion County,29.15,-82.21,Florida,12083,1272
51683,34475,1,Ocala,Marion County,29.26,-82.16,Florida,12083,1272
51724,34476,2,Ocala,Marion County,29.08,-82.2,Florida,12083,1272
51746,34477,1,Ocala,Marion County,,,Florida,12083,1272
51747,34478,3,Ocala,Marion County,,,Florida,12083,1272
51751,34479,2,Ocala,Marion County,29.27,-82.1,Florida,12083,1272
51776,34480,1,Ocala,Marion County,29.1,-82.1,Florida,12083,1272
51812,34481,1,Ocala,Marion County,29.12,-82.33,Florida,12083,1272
51828,34482,2,Ocala,Marion County,29.3,-82.3,Florida,12083,1272
51852,34484,2,Oxford,Sumter County,28.93,-82.1,Florida,12119,177
51856,34487,2,Homosassa,Citrus County,,,Florida,12017,480
51857,34488,2,Silver Springs,Marion County,29.2,-81.9,Florida,12083,1272
51878,34489,2,Silver Springs,Marion County,,,Florida,12083,1272
51879,34491,2,Summerfield,Marion County,29.0,-82.0,Florida,12083,1272
51942,34601,3,Brooksville,Hernando County,28.6,-82.4,Florida,12053,649
52009,34602,2,Brooksville,Hernando County,28.5,-82.3,Florida,12053,649
52028,34604,2,Brooksville,Hernando County,28.48,-82.43,Florida,12053,649
52042,34605,1,Brooksville,Hernando County,,,Florida,12053,649
52043,34606,2,Spring Hill,Hernando County,28.48,-82.6,Florida,12053,649
52109,34607,1,Spring Hill,Hernando County,28.5,-82.6,Florida,12053,649
52116,34608,1,Spring Hill,Hernando County,28.48,-82.55,Florida,12053,649
52199,34609,1,Spring Hill,Hernando County,28.48,-82.51,Florida,12053,649
52266,34610,3,Spring Hill,Pasco County,28.4,-82.5,Florida,12101,1554
52289,34613,1,Brooksville,Hernando County,28.58,-82.54,Florida,12053,649
52314,34614,1,Brooksville,Hernando County,28.6,-82.5,Florida,12053,649
52321,34637,2,Land O Lakes,Pasco County,28.31,-82.46,Florida,12101,1554
52322,34638,3,Land O Lakes,Pasco County,28.26,-82.52,Florida,12101,1554
52346,34639,2,Land O Lakes,Pasco County,28.3,-82.4,Florida,12101,1554
52365,34652,2,New Port Richey,Pasco County,28.22,-82.78,Florida,12101,1554
52418,34653,1,New Port Richey,Pasco County,28.24,-82.69,Florida,12101,1554
52478,34654,1,New Port Richey,Pasco County,28.3,-82.63,Florida,12101,1554
52496,34655,1,New Port Richey,Pasco County,28.23,-82.63,Florida,12101,1554
52526,34656,2,New Port Richey,Pasco County,,,Florida,12101,1554
52528,34660,1,Ozona,Pinellas County,,,Florida,12103,2595
52529,34661,2,Nobleton,Hernando County,28.645,-82.261,Florida,12053,649
52531,34667,1,Hudson,Pasco County,28.38,-82.65,Florida,12101,1554
52586,34668,1,Port Richey,Pasco County,28.31,-82.71,Florida,12101,1554
52740,34669,1,Hudson,Pasco County,28.35,-82.61,Florida,12101,1554
52764,34677,2,Oldsmar,Pinellas County,28.04,-82.68,Florida,12103,2595
52785,34682,1,Palm Harbor,Pinellas County,,,Florida,12103,2595
52786,34683,2,Palm Harbor,Pinellas County,28.09,-82.77,Florida,12103,2595
52798,34684,1,Palm Harbor,Pinellas County,28.1,-82.73,Florida,12103,2595
52814,34685,2,Palm Harbor,Pinellas County,28.1,-82.69,Florida,12103,2595
52819,34688,1,Tarpon Springs,Pinellas County,28.11,-82.69,Florida,12103,2595
52823,34689,2,Tarpon Springs,Pinellas County,28.15,-82.79,Florida,12103,2595
52871,34690,2,Holiday,Pasco County,28.19,-82.72,Florida,12101,1554
52903,34691,2,Holiday,Pasco County,28.19,-82.76,Florida,12101,1554
52954,34695,2,Safety Harbor,Pinellas County,28.01,-82.69,Florida,12103,2595
52959,34698,1,Dunedin,Pinellas County,28.01,-82.78,Florida,12103,2595
52985,34705,1,Astatula,Lake County,28.69,-81.72,Florida,12069,750
52988,34711,2,Clermont,Lake County,28.5,-81.8,Florida,12069,750
53032,34713,2,Clermont,Lake County,,,Florida,12069,750
53035,34714,2,Clermont,Lake County,28.4,-81.8,Florida,12069,750
53117,34715,1,Clermont,Lake County,28.62,-81.74,Florida,12069,750
53129,34731,3,Fruitland Park,Lake County,28.87,-81.9,Florida,12069,750
53151,34734,1,Gotha,Orange County,28.54,-81.52,Florida,12095,3903
53153,34736,3,Groveland,Lake County,28.6,-81.9,Florida,12069,750
53163,34739,2,Kenansville,Osceola County,27.9,-81.1,Florida,12097,1412
53164,34741,1,Kissimmee,Osceola County,28.31,-81.43,Florida,12097,1412
53355,34742,1,Kissimmee,Osceola County,,,Florida,12097,1412
53361,34743,2,Kissimmee,Osceola County,28.33,-81.35,Florida,12097,1412
53455,34744,3,Kissimmee,Osceola County,28.29,-81.32,Florida,12097,1412
53565,34745,1,Kissimmee,Osceola County,,,Florida,12097,1412
53570,34746,2,Kissimmee,Osceola County,28.2,-81.4,Florida,12097,1412
53662,34747,3,Kissimmee,Osceola County,28.32,-81.59,Florida,12097,1412
53699,34748,2,Leesburg,Lake County,28.7,-81.9,Florida,12069,750
53791,34753,3,Mascotte,Lake County,28.58,-81.9,Florida,12069,750
53793,34756,1,Montverde,Lake County,28.59,-81.68,Florida,12069,750
53796,34758,1,Kissimmee,Osceola County,28.2,-81.5,Florida,12097,1412
53945,34759,2,Kissimmee,Polk County,28.08,-81.44,Florida,12105,3057
54097,34760,1,Oakland,Orange County,28.56,-81.63,Florida,12095,3903
54099,34761,3,Ocoee,Orange County,28.57,-81.54,Florida,12095,3903
54151,34769,1,Saint Cloud,Osceola County,28.24,-81.29,Florida,12097,1412
54203,34771,1,Saint Cloud,Osceola County,28.2,-81.2,Florida,12097,1412
54235,34772,1,Saint Cloud,Osceola County,28.2,-81.3,Florida,12097,1412
54301,34773,2,Saint Cloud,Osceola County,28.2,-81.0,Florida,12097,1412
54304,34785,2,Wildwood,Sumter County,28.8,-82.1,Florida,12119,177
54320,34786,2,Windermere,Orange County,28.48,-81.56,Florida,12095,3903
54341,34787,3,Winter Garden,Orange County,28.5,-81.6,Florida,12095,3903
54414,34788,1,Leesburg,Lake County,28.89,-81.79,Florida,12069,750
54428,34789,2,Leesburg,Lake County,,,Florida,12069,750
54430,34797,2,Yalaha,Lake County,28.74,-81.81,Florida,12069,750
54435,34945,2,Fort Pierce,St. Lucie County,27.4,-80.5,Florida,12111,1254
54438,34946,3,Fort Pierce,St. Lucie County,27.51,-80.36,Florida,12111,1254
54465,34947,3,Fort Pierce,St. Lucie County,27.44,-80.39,Florida,12111,1254
54555,34949,1,Fort Pierce,St. Lucie County,27.5,-80.31,Florida,12111,1254
54556,34950,1,Fort Pierce,St. Lucie County,27.44,-80.33,Florida,12111,1254
54625,34951,2,Fort Pierce,St. Lucie County,27.51,-80.42,Florida,12111,1254
54640,34952,2,Port Saint Lucie,St. Lucie County,27.3,-80.29,Florida,12111,1254
54731,34953,2,Port Saint Lucie,St. Lucie County,27.25,-80.38,Florida,12111,1254
54894,34954,2,Fort Pierce,St. Lucie County,,,Florida,12111,1254
54895,34956,1,Indiantown,Martin County,27.1,-80.5,Florida,12085,170
54900,34957,3,Jensen Beach,Martin County,27.3,-80.2,Florida,12085,170
54910,34958,2,Jensen Beach,Martin County,,,Florida,12085,170
54911,34972,1,Okeechobee,Okeechobee County,27.5,-80.9,Florida,12093,199
54962,34974,1,Okeechobee,Okeechobee County,27.1,-80.9,Florida,12093,199
55027,34979,1,Fort Pierce,St. Lucie County,,,Florida,12111,1254
55028,34981,3,Fort Pierce,St. Lucie County,27.4,-80.38,Florida,12111,1254
55042,34982,2,Fort Pierce,St. Lucie County,27.36,-80.3,Florida,12111,1254
55101,34983,1,Port Saint Lucie,St. Lucie County,27.32,-80.35,Florida,12111,1254
55198,34984,1,Port Saint Lucie,St. Lucie County,27.25,-80.33,Florida,12111,1254
55226,34986,2,Port Saint Lucie,St. Lucie County,27.33,-80.41,Florida,12111,1254
55269,34987,1,Port Saint Lucie,St. Lucie County,27.3,-80.5,Florida,12111,1254
55279,34990,1,Palm City,Martin County,27.1,-80.4,Florida,12085,170
55285,34992,1,Port Salerno,Martin County,,,Florida,12085,170
55286,34994,2,Stuart,Martin County,27.2,-80.26,Florida,12085,170
55306,34996,1,Stuart,Martin County,27.2,-80.19,Florida,12085,170
55308,34997,1,Stuart,Martin County,27.1,-80.3,Florida,12085,170
108978,32322,1,Carrabelle,Franklin County,29.9,-84.6,Florida,12037,1
109968,33446,1,Delray Beach,Palm Beach County,26.45,-80.19,Florida,12099,1813
110419,32456,1,Port Saint Joe,Gulf County,29.8,-85.3,Florida,12045,13
110540,33738,1,Saint Petersburg,Pinellas County,,,Florida,12103,2595
110633,32655,1,High Springs,Alachua County,,,Florida,12001,1055
111321,32099,1,Jacksonville,Duval County,,,Florida,12031,3671
111433,32925,1,Patrick Afb,Brevard County,28.5,-80.7,Florida,12009,1523
111463,33037,1,Key Largo,Monroe County,25.2,-80.4,Florida,12087,3
111559,33946,1,Placida,Charlotte County,26.84,-82.26,Florida,12015,519
112394,32513,1,Pensacola,Escambia County,,,Florida,12033,1500
112803,33017,1,Hialeah,Miami-Dade County,,,Florida,12086,2619
113404,33846,2,Highland City,Polk County,,,Florida,12105,3057
113458,33672,2,Tampa,Hillsborough County,,,Florida,12057,3817
113817,33775,2,Seminole,Pinellas County,,,Florida,12103,2595
114232,34692,2,Holiday,Pasco County,,,Florida,12101,1554
