,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
18727,31042,1,Irwinton,Wilkinson County,32.77,-83.18,Georgia,13319,35
18729,31044,2,Jeffersonville,Twiggs County,32.7,-83.4,Georgia,13289,33
18738,31046,1,Juliette,Monroe County,33.0,-83.8,Georgia,13207,126
18746,31047,2,Kathleen,Houston County,32.48,-83.64,Georgia,13153,879
18760,31049,2,Kite,Johnson County,32.7,-82.5,Georgia,13167,39
18765,31050,1,Knoxville,Crawford County,32.74,-83.95,Georgia,13079,22
18766,31052,1,Lizella,Bibb County,32.78,-83.85,Georgia,13021,1065
18777,31054,1,Mc Intyre,Wilkinson County,32.89,-83.21,Georgia,13319,35
18779,31055,2,Mc Rae,Telfair County,32.0,-82.8,Georgia,13271,111
18804,31057,1,Marshallville,Macon County,32.4,-83.9,Georgia,13193,41
18810,31060,1,Milan,Telfair County,32.0,-83.1,Georgia,13271,111
18818,31061,2,Milledgeville,Baldwin County,33.1,-83.2,Georgia,13009,265
18962,31063,1,Montezuma,Macon County,32.3,-83.9,Georgia,13193,41
18977,31064,1,Monticello,Jasper County,33.3,-83.7,Georgia,13159,60
18991,31065,2,Montrose,Laurens County,32.57,-83.15,Georgia,13175,259
18997,31066,1,Musella,Crawford County,32.8,-84.0,Georgia,13079,22
19001,31068,1,Oglethorpe,Macon County,32.3,-84.1,Georgia,13193,41
19006,31069,1,Perry,Houston County,32.4,-83.7,Georgia,13153,879
19073,31070,3,Pinehurst,Dooly County,32.2,-83.8,Georgia,13093,42
19076,31071,2,Pineview,Wilcox County,32.1,-83.5,Georgia,13315,40
19079,31072,1,Pitts,Wilcox County,32.0,-83.6,Georgia,13315,40
19081,31075,2,Rentz,Laurens County,32.4,-83.0,Georgia,13175,259
19085,31076,1,Reynolds,Taylor County,32.6,-84.1,Georgia,13269,11
19088,31077,1,Rhine,Dodge County,32.0,-83.2,Georgia,13091,251
19089,31078,3,Roberta,Crawford County,32.7,-84.1,Georgia,13079,22
19096,31079,1,Rochelle,Wilcox County,31.9,-83.4,Georgia,13315,40
19107,31082,1,Sandersville,Washington County,33.0,-82.9,Georgia,13303,190
19152,31085,2,Shady Dale,Jasper County,33.42,-83.63,Georgia,13159,60
19156,31086,2,Smarr,Monroe County,,,Georgia,13207,126
19157,31087,1,Sparta,Hancock County,33.3,-83.0,Georgia,13141,41
19184,31088,1,Warner Robins,Houston County,32.58,-83.65,Georgia,13153,879
19384,31089,2,Tennille,Washington County,32.9,-82.8,Georgia,13303,190
19410,31090,1,Toomsboro,Wilkinson County,32.8,-83.1,Georgia,13319,35
19415,31091,2,Unadilla,Dooly County,32.2,-83.7,Georgia,13093,42
19420,31092,2,Vienna,Dooly County,32.1,-83.8,Georgia,13093,42
19432,31093,3,Warner Robins,Houston County,32.65,-83.65,Georgia,13153,879
19600,31094,1,Warthen,Washington County,33.1,-82.8,Georgia,13303,190
19605,31095,2,Warner Robins,Houston County,,,Georgia,13153,879
19606,31096,2,Wrightsville,Johnson County,32.7,-82.8,Georgia,13167,39
19622,31097,1,Yatesville,Upson County,32.9,-84.1,Georgia,13293,116
19625,31098,1,Warner Robins,Houston County,32.62,-83.57,Georgia,13153,879
19628,31201,2,Macon,Bibb County,32.81,-83.62,Georgia,13021,1065
19650,31204,3,Macon,Bibb County,32.86,-83.67,Georgia,13021,1065
19788,31205,1,Macon,Bibb County,,,Georgia,13021,1065
19789,31206,1,Macon,Bibb County,32.8,-83.69,Georgia,13021,1065
19976,31207,2,Macon,Bibb County,32.829,-83.651,Georgia,13021,1065
19978,31208,2,Macon,Bibb County,,,Georgia,13021,1065
19979,31210,1,Macon,Bibb County,32.9,-83.75,Georgia,13021,1065
20043,31211,1,Macon,Bibb County,32.9,-83.6,Georgia,13021,1065
20118,31216,2,Macon,Bibb County,32.73,-83.69,Georgia,13021,1065
20138,31217,2,Macon,Bibb County,32.8,-83.5,Georgia,13021,1065
20215,31220,2,Macon,Bibb County,32.88,-83.81,Georgia,13021,1065
20231,31221,1,Macon,Bibb County,,,Georgia,13021,1065
20234,31301,2,Allenhurst,Liberty County,31.77,-81.62,Georgia,13179,413
20249,31302,2,Bloomingdale,Effingham County,32.11,-81.34,Georgia,13103,245
20261,31303,1,Clyo,Effingham County,32.5,-81.3,Georgia,13103,245
20262,31304,1,Crescent,McIntosh County,31.5,-81.33,Georgia,13191,59
20265,31305,2,Darien,McIntosh County,31.4,-81.4,Georgia,13191,59
20280,31307,3,Eden,Effingham County,32.174,-81.396,Georgia,13103,245
20281,31308,2,Ellabell,Bryan County,32.2,-81.5,Georgia,13029,80
20288,31309,3,Fleming,Liberty County,31.9,-81.45,Georgia,13179,413
20292,31310,1,Hinesville,Liberty County,,,Georgia,13179,413
20296,31312,1,Guyton,Effingham County,32.3,-81.4,Georgia,13103,245
20324,31313,3,Hinesville,Liberty County,31.9,-81.6,Georgia,13179,413
20504,31315,1,Fort Stewart,Liberty County,31.89,-81.6,Georgia,13179,413
20510,31316,2,Ludowici,Long County,31.8,-81.7,Georgia,13183,69
