,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
6862,30184,2,White,Bartow County,34.3,-84.7,Georgia,13015,414
6873,30185,1,Whitesburg,Carroll County,33.51,-84.91,Georgia,13045,675
6881,30187,3,Winston,Douglas County,33.7,-84.8,Georgia,13097,674
6890,30188,3,Woodstock,Cherokee County,34.12,-84.45,Georgia,13057,587
6934,30189,1,Woodstock,Cherokee County,34.13,-84.57,Georgia,13057,587
6977,30204,2,Barnesville,Lamar County,33.1,-84.1,Georgia,13171,41
6999,30205,1,Brooks,Fayette County,33.26,-84.46,Georgia,13113,154
7000,30206,1,Concord,Pike County,33.1,-84.44,Georgia,13231,32
7007,30212,2,Experiment,Spalding County,,,Georgia,13255,333
7010,30213,1,Fairburn,Fulton County,33.6,-84.6,Georgia,13121,4146
7165,30214,1,Fayetteville,Fayette County,33.49,-84.48,Georgia,13113,154
7202,30215,3,Fayetteville,Fayette County,33.4,-84.5,Georgia,13113,154
7231,30216,2,Flovilla,Butts County,33.24,-83.87,Georgia,13035,79
7235,30217,1,Franklin,Heard County,33.3,-85.1,Georgia,13149,27
7250,30218,3,Gay,Meriwether County,33.13,-84.59,Georgia,13199,78
7253,30219,2,Glenn,Heard County,,,Georgia,13149,27
7254,30220,1,Grantville,Coweta County,33.23,-84.84,Georgia,13077,275
7265,30222,1,Greenville,Meriwether County,33.0,-84.7,Georgia,13199,78
7274,30223,1,Griffin,Spalding County,33.3,-84.3,Georgia,13255,333
7410,30224,1,Griffin,Spalding County,33.2,-84.2,Georgia,13255,333
7463,30228,1,Hampton,Henry County,33.41,-84.3,Georgia,13151,1078
7631,30230,1,Hogansville,Troup County,33.2,-84.9,Georgia,13285,576
7656,30233,3,Jackson,Butts County,33.3,-84.0,Georgia,13035,79
7693,30234,2,Jenkinsburg,Butts County,33.32,-84.03,Georgia,13035,79
7696,30236,1,Jonesboro,Clayton County,33.53,-84.33,Georgia,13063,1865
7905,30238,1,Jonesboro,Clayton County,33.5,-84.38,Georgia,13063,1865
8105,30240,3,Lagrange,Troup County,33.0,-85.1,Georgia,13285,576
8238,30241,1,Lagrange,Troup County,33.0,-85.0,Georgia,13285,576
8350,30248,3,Locust Grove,Henry County,33.3,-84.1,Georgia,13151,1078
8405,30250,2,Lovejoy,Clayton County,33.41,-84.3,Georgia,13063,1865
8407,30251,2,Luthersville,Meriwether County,33.18,-84.7,Georgia,13199,78
8411,30252,2,Mcdonough,Henry County,33.5,-84.0,Georgia,13151,1078
8463,30253,1,Mcdonough,Henry County,33.45,-84.19,Georgia,13151,1078
8629,30256,1,Meansville,Pike County,33.02,-84.32,Georgia,13231,32
8632,30257,2,Milner,Lamar County,33.1,-84.2,Georgia,13171,41
8634,30258,1,Molena,Pike County,33.0,-84.4,Georgia,13231,32
8639,30259,1,Moreland,Coweta County,33.27,-84.72,Georgia,13077,275
8641,30260,2,Morrow,Clayton County,33.58,-84.33,Georgia,13063,1865
8751,30263,1,Newnan,Coweta County,33.4,-84.9,Georgia,13077,275
8828,30265,1,Newnan,Coweta County,33.42,-84.7,Georgia,13077,275
8864,30266,1,Orchard Hill,Spalding County,,,Georgia,13255,333
8865,30268,1,Palmetto,Fulton County,33.6,-84.7,Georgia,13121,4146
8897,30269,3,Peachtree City,Fayette County,33.39,-84.57,Georgia,13113,154
8910,30271,1,Newnan,Coweta County,,,Georgia,13077,275
8912,30272,3,Red Oak,Fulton County,,,Georgia,13121,4146
8913,30273,2,Rex,Clayton County,33.58,-84.27,Georgia,13063,1865
8984,30274,1,Riverdale,Clayton County,33.55,-84.4,Georgia,13063,1865
