"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Centreville";"Centreville";"MI";"Michigan";26149;"St. Joseph";41.9213;-85.5259;1407;1407;366;"polygon";"true";"America/Detroit";49032;1840010158
"Northville";"Northville";"MI";"Michigan";26163;"Wayne";42.4355;-83.489;5988;5988;1133;"polygon";"true";"America/Detroit";48167;1840003958
"Clawson";"Clawson";"MI";"Michigan";26125;"Oakland";42.5367;-83.1504;11946;11946;2096;"polygon";"true";"America/Detroit";48017;1840002440
"Lake Odessa";"Lake Odessa";"MI";"Michigan";26067;"Ionia";42.7824;-85.1374;2029;2029;880;"polygon";"true";"America/Detroit";48849;1840011016
"Rochester";"Rochester";"MI";"Michigan";26125;"Oakland";42.6866;-83.1197;13029;13029;1312;"polygon";"true";"America/Detroit";"48307 48308";1840002428
"Buena Vista";"Buena Vista";"MI";"Michigan";26145;"Saginaw";43.4193;-83.8993;"null";"null";556.3;"polygon";"false";"America/Detroit";48601;1840004228
"Mio";"Mio";"MI";"Michigan";26135;"Oscoda";44.6605;-84.1418;"null";"null";259.1;"polygon";"false";"America/Detroit";48647;1840004075
"Coloma";"Coloma";"MI";"Michigan";26021;"Berrien";42.1864;-86.3083;1433;1433;623;"polygon";"true";"America/Detroit";49038;1840003218
"Boyne Falls";"Boyne Falls";"MI";"Michigan";26029;"Charlevoix";45.1678;-84.9131;295;295;202;"polygon";"true";"America/Detroit";49713;1840013138
"Cadillac";"Cadillac";"MI";"Michigan";26165;"Wexford";44.2495;-85.4139;11792;10445;535;"polygon";"true";"America/Detroit";49601;1840002512
"Alabaster";"Alabaster";"MI";"Michigan";26069;"Iosco";44.1864;-83.558;"null";"null";4.8;"point";"false";"America/Detroit";48763;1840031559
"Vanderbilt";"Vanderbilt";"MI";"Michigan";26137;"Otsego";45.1436;-84.6639;569;569;201;"polygon";"true";"America/Detroit";49795;1840010926
"Trout Creek";"Trout Creek";"MI";"Michigan";26131;"Ontonagon";46.4822;-89.0118;"null";"null";70.2;"point";"false";"America/Detroit";49967;1840031741
"Deckerville";"Deckerville";"MI";"Michigan";26151;"Sanilac";43.5265;-82.742;786;786;243;"polygon";"true";"America/Detroit";48427;1840010977
"Vernon";"Vernon";"MI";"Michigan";26155;"Shiawassee";42.9392;-84.0329;781;781;302;"polygon";"true";"America/Detroit";"48429 48476";1840011015
"East Grand Rapids";"East Grand Rapids";"MI";"Michigan";26081;"Kent";42.9464;-85.6088;11731;11731;1546;"polygon";"true";"America/Detroit";49506;1840002927
"Akron";"Akron";"MI";"Michigan";26157;"Tuscola";43.5667;-83.5143;377;377;154;"polygon";"true";"America/Detroit";48701;1840010050
"Chesaning";"Chesaning";"MI";"Michigan";26145;"Saginaw";43.1851;-84.12;2269;2269;287;"polygon";"true";"America/Detroit";48616;1840010053
"Memphis";"Memphis";"MI";"Michigan";26099;"Macomb";42.8956;-82.7689;1191;1191;409;"polygon";"true";"America/Detroit";48041;1840002422
"Sandusky";"Sandusky";"MI";"Michigan";26151;"Sanilac";43.4212;-82.8333;2625;2535;448;"polygon";"true";"America/Detroit";48471;1840002698
"South Lyon";"South Lyon";"MI";"Michigan";26125;"Oakland";42.4614;-83.6526;123850;11741;1211;"polygon";"true";"America/Detroit";48178;1840002432
"Brighton";"Brighton";"MI";"Michigan";26093;"Livingston";42.5298;-83.7848;7611;7611;837;"polygon";"true";"America/Detroit";48116;1840003099
"Ponshewaing";"Ponshewaing";"MI";"Michigan";26047;"Emmet";45.4208;-84.806;"null";"null";182.5;"polygon";"false";"America/Detroit";49706;1840025188
"Spring Arbor";"Spring Arbor";"MI";"Michigan";26075;"Jackson";42.2055;-84.5551;"null";"null";1583.1;"polygon";"false";"America/Detroit";49283;1840004654
"Birch Run";"Birch Run";"MI";"Michigan";26145;"Saginaw";43.2503;-83.7911;1476;1476;302;"polygon";"true";"America/Detroit";48415;1840010983
"Ubly";"Ubly";"MI";"Michigan";26063;"Huron";43.7083;-82.9354;806;806;240;"polygon";"true";"America/Detroit";48475;1840013154
"Oakley";"Oakley";"MI";"Michigan";26145;"Saginaw";43.1435;-84.1686;273;273;102;"polygon";"true";"America/Detroit";48649;1840010986
"Gagetown";"Gagetown";"MI";"Michigan";26157;"Tuscola";43.6572;-83.2449;365;365;143;"polygon";"true";"America/Detroit";48735;1840010971
"Weidman";"Weidman";"MI";"Michigan";26073;"Isabella";43.7014;-84.9745;"null";"null";565.1;"polygon";"false";"America/Detroit";48893;1840006844
"Big Rapids";"Big Rapids";"MI";"Michigan";26107;"Mecosta";43.6992;-85.4803;13941;10378;916;"polygon";"true";"America/Detroit";49307;1840002678
"Laingsburg";"Laingsburg";"MI";"Michigan";26155;"Shiawassee";42.8906;-84.35;1278;1278;338;"polygon";"true";"America/Detroit";48848;1840003072
"Sebewaing";"Sebewaing";"MI";"Michigan";26063;"Huron";43.7321;-83.4512;1652;1652;401;"polygon";"true";"America/Detroit";48759;1840013153
"Albion";"Albion";"MI";"Michigan";26025;"Calhoun";42.2478;-84.7572;8865;8285;725;"polygon";"true";"America/Detroit";49224;1840003175
"Anchorville";"Anchorville";"MI";"Michigan";26147;"St. Clair";42.6911;-82.6885;"null";"null";692.4;"point";"false";"America/Detroit";48023;1840031748
"Calumet";"Calumet";"MI";"Michigan";26061;"Houghton";47.2477;-88.4536;698;698;1353;"polygon";"true";"America/Detroit";49913;1840010907
"Lambertville";"Lambertville";"MI";"Michigan";26115;"Monroe";41.7502;-83.625;"null";"null";671.2;"polygon";"false";"America/Detroit";48144;1840006576
"Orchard Lake";"Orchard Lake";"MI";"Michigan";26125;"Oakland";42.5831;-83.3594;"null";"null";532.7;"point";"true";"America/Detroit";48323;1840031660
"Fraser";"Fraser";"MI";"Michigan";26099;"Macomb";42.5388;-82.9496;14608;14608;1361;"polygon";"true";"America/Detroit";48026;1840002421
"Byron";"Byron";"MI";"Michigan";26155;"Shiawassee";42.8239;-83.9467;557;557;304;"polygon";"true";"America/Detroit";48418;1840010071
"Kent City";"Kent City";"MI";"Michigan";26081;"Kent";43.2203;-85.7539;1141;1141;328;"polygon";"true";"America/Detroit";49330;1840011004
"Bath";"Bath";"MI";"Michigan";26037;"Clinton";42.8203;-84.4546;"null";"null";231.7;"polygon";"false";"America/Detroit";48808;1840024058
"Alanson";"Alanson";"MI";"Michigan";26047;"Emmet";45.4425;-84.7871;753;753;295;"polygon";"true";"America/Detroit";49706;1840010909
"Roseville";"Roseville";"MI";"Michigan";26099;"Macomb";42.5074;-82.9369;47501;47501;1864;"polygon";"true";"America/Detroit";48066;1840003092
"Birmingham";"Birmingham";"MI";"Michigan";26125;"Oakland";42.5447;-83.2166;21142;21142;1702;"polygon";"true";"America/Detroit";"48009 48012";1840002438
"Ontonagon";"Ontonagon";"MI";"Michigan";26131;"Ontonagon";46.8665;-89.3122;1298;1298;135;"polygon";"true";"America/Detroit";49953;1840010913
"New Era";"New Era";"MI";"Michigan";26127;"Oceana";43.5595;-86.3477;443;443;204;"polygon";"true";"America/Detroit";49446;1840010957
"Brevort";"Brevort";"MI";"Michigan";26097;"Mackinac";46.0189;-85.0417;"null";"null";21.5;"point";"false";"America/Detroit";49760;1840031571
"Homer";"Homer";"MI";"Michigan";26025;"Calhoun";42.1461;-84.8103;1640;1640;453;"polygon";"true";"America/Detroit";49245;1840011201
"Denton";"Denton";"MI";"Michigan";26163;"Wayne";42.2578;-83.5241;"null";"null";139;"point";"false";"America/Detroit";48111;1840031588
"Grosse Pointe";"Grosse Pointe";"MI";"Michigan";26163;"Wayne";42.3915;-82.9118;5188;5188;1886;"polygon";"true";"America/Toronto";48230;1840003976
"Kingsford";"Kingsford";"MI";"Michigan";26043;"Dickinson";45.8061;-88.0994;4981;4981;444;"polygon";"true";"America/Menominee";49802;1840001992
"Forestville";"Forestville";"MI";"Michigan";26151;"Sanilac";43.66;-82.6125;128;128;62;"polygon";"true";"America/Detroit";"48465 48434";1840010978
"Munger";"Munger";"MI";"Michigan";26017;"Bay";43.522;-83.7733;"null";"null";36.8;"point";"false";"America/Detroit";48747;1840031649
"Luther";"Luther";"MI";"Michigan";26085;"Lake";44.0386;-85.6827;325;325;128;"polygon";"true";"America/Detroit";49656;1840010949
"Oden";"Oden";"MI";"Michigan";26047;"Emmet";45.4251;-84.8257;"null";"null";619.1;"polygon";"false";"America/Detroit";"49706 49764";1840025187
"Hillman";"Hillman";"MI";"Michigan";26119;"Montmorency";45.0647;-83.8975;666;666;157;"polygon";"true";"America/Detroit";49746;1840010927
